Accuracy,Macro Precision,Macro Recall,Macro F1-score,Weighted Precision,Weighted Recall,Weighted F1-score,Macro AUC OVR
0.8972688201857757,0.8769691252710203,0.9050886659414848,0.886473777409077,0.908093415322922,0.8972688201857757,0.8993846774526452,0.9926722835177575
